order_id,customer_id,product_id,order_date,quantity,price,revenue,city
O00815,C0169,P1,2024-04-14,1,905.0,905.0,Delhi
O00816,C0041,P24,2024-08-05,1,755.0,755.0,Hyderabad
O00817,C0377,P9,2024-05-30,2,973.0,1946.0,Pune
O00818,C0206,P11,2024-08-01,1,973.0,973.0,Delhi
O00819,C0438,P46,2024-01-10,1,849.0,849.0,Pune
O00820,C0267,P15,2024-08-21,1,1572.0,1572.0,Chennai
O00821,C0438,P4,2024-08-05,1,403.0,403.0,Pune
O00822,C0152,P6,2024-09-17,1,866.0,866.0,Ahmedabad
O00823,C0199,P35,2024-09-20,2,849.0,1698.0,Delhi
O00824,C0310,P36,2024-05-31,1,891.0,891.0,Bengaluru
O00825,C0026,P33,2024-09-29,1,891.0,891.0,Chennai
O00826,C0421,P35,2024-11-13,1,849.0,849.0,Chennai
O00827,C0370,P48,2024-05-31,1,235.0,235.0,Pune
O00828,C0398,P57,2024-03-19,1,165.0,165.0,Ahmedabad
O00829,C0412,P28,2024-02-10,1,471.0,471.0,Ahmedabad
O00830,C0129,P57,2024-10-24,1,165.0,165.0,Chennai
O00831,C0162,P59,2024-09-30,1,129.0,129.0,Chennai
O00832,C0237,P54,2024-02-23,1,235.0,235.0,Hyderabad
O00833,C0173,P9,2024-05-23,1,973.0,973.0,Hyderabad
O00834,C0154,P12,2024-05-10,2,849.0,1698.0,Chennai
O00835,C0366,P38,2024-06-25,2,755.0,1510.0,Bengaluru
O00836,C0196,P39,2024-07-10,1,973.0,973.0,Bengaluru
O00837,C0281,P24,2024-01-10,1,755.0,755.0,Hyderabad
O00838,C0087,P8,2024-12-23,1,925.0,925.0,Pune
O00839,C0390,P27,2024-02-19,1,551.0,551.0,Mumbai
O00840,C0415,P4,2024-10-30,1,403.0,403.0,Delhi
O00841,C0338,P53,2024-01-04,1,212.0,212.0,Delhi
O00842,C0473,P8,2024-07-04,1,925.0,925.0,Delhi
O00843,C0237,P8,2024-08-03,1,925.0,925.0,Hyderabad
O00844,C0486,P53,2024-11-21,1,212.0,212.0,Chennai
O00845,C0180,P20,2024-09-12,2,820.0,1640.0,Mumbai
O00846,C0287,P52,2024-06-26,1,229.0,229.0,Chennai
O00847,C0486,P17,2024-03-28,1,849.0,849.0,Chennai
O00848,C0091,P36,2024-11-30,1,891.0,891.0,Hyderabad
O00849,C0302,P18,2024-03-14,1,764.0,764.0,Bengaluru
O00850,C0433,P55,2024-04-16,1,129.0,129.0,Bengaluru
O00851,C0176,P29,2024-01-06,1,1019.0,1019.0,Mumbai
O00852,C0407,P61,2024-03-08,2,223.0,446.0,Mumbai
O00853,C0141,P24,2024-09-19,2,755.0,1510.0,Pune
O00854,C0476,P55,2024-04-08,1,129.0,129.0,Hyderabad
O00855,C0277,P57,2024-12-31,1,165.0,165.0,Chennai
O00856,C0399,P25,2024-05-06,2,891.0,1782.0,Bengaluru
O00857,C0206,P17,2024-12-27,1,849.0,849.0,Delhi
O00858,C0026,P58,2024-06-06,1,165.0,165.0,Chennai
O00859,C0093,P18,2024-07-09,1,764.0,764.0,Delhi
O00860,C0177,P37,2024-12-12,2,1075.0,2150.0,Delhi
O00861,C0453,P7,2024-08-01,2,811.0,1622.0,Hyderabad
O00862,C0007,P29,2024-08-03,2,1019.0,2038.0,Bengaluru
O00863,C0403,P9,2024-12-04,2,973.0,1946.0,Chennai
O00864,C0294,P3,2024-05-12,1,1019.0,1019.0,Hyderabad
O00865,C0233,P47,2024-03-13,1,176.0,176.0,Bengaluru
O00866,C0305,P9,2024-07-25,2,973.0,1946.0,Mumbai
O00867,C0012,P14,2024-09-21,1,973.0,973.0,Delhi
O00868,C0350,P26,2024-04-08,2,373.0,746.0,Hyderabad
O00869,C0342,P5,2024-07-18,1,755.0,755.0,Bengaluru
O00870,C0021,P60,2024-05-03,1,276.0,276.0,Mumbai
O00871,C0221,P45,2024-04-13,1,466.0,466.0,Mumbai
O00872,C0470,P61,2024-10-07,1,223.0,223.0,Delhi
O00873,C0398,P53,2024-06-20,2,212.0,424.0,Ahmedabad
O00874,C0413,P43,2024-06-25,1,806.0,806.0,Pune
O00875,C0316,P29,2024-09-11,1,1019.0,1019.0,Hyderabad
O00876,C0500,P9,2024-09-20,1,973.0,973.0,Ahmedabad
O00877,C0162,P36,2024-07-17,1,891.0,891.0,Chennai
O00878,C0443,P34,2024-08-06,1,973.0,973.0,Ahmedabad
O00879,C0267,P3,2024-09-27,1,1019.0,1019.0,Chennai
O00880,C0496,P38,2024-09-27,1,755.0,755.0,Pune
O00881,C0343,P18,2024-02-13,1,764.0,764.0,Ahmedabad
O00882,C0325,P20,2024-01-21,1,820.0,820.0,Hyderabad
O00883,C0281,P53,2024-09-07,1,212.0,212.0,Hyderabad
O00884,C0289,P36,2024-10-02,2,891.0,1782.0,Bengaluru
O00885,C0095,P41,2024-01-04,2,820.0,1640.0,Bengaluru
O00886,C0315,P24,2024-06-24,1,755.0,755.0,Pune
O00887,C0061,P4,2024-09-16,1,403.0,403.0,Pune
O00888,C0454,P15,2024-07-15,1,1572.0,1572.0,Delhi
O00889,C0118,P51,2024-06-19,1,176.0,176.0,Ahmedabad
O00890,C0480,P47,2024-08-30,2,176.0,352.0,Hyderabad
O00891,C0216,P13,2024-07-23,1,747.0,747.0,Delhi
O00892,C0031,P29,2024-12-05,1,1019.0,1019.0,Hyderabad
O00893,C0069,P28,2024-02-02,1,471.0,471.0,Ahmedabad
O00894,C0267,P15,2024-04-11,1,1572.0,1572.0,Chennai
O00895,C0022,P25,2024-09-12,2,891.0,1782.0,Delhi
O00896,C0329,P56,2024-04-13,1,165.0,165.0,Mumbai
O00897,C0323,P7,2024-03-10,1,811.0,811.0,Chennai
O00898,C0037,P46,2024-10-18,1,849.0,849.0,Delhi
O00899,C0069,P53,2024-05-19,1,212.0,212.0,Ahmedabad
O00900,C0156,P32,2024-03-17,2,871.0,1742.0,Pune
O00901,C0023,P50,2024-08-08,1,176.0,176.0,Delhi
O00902,C0097,P48,2024-11-04,2,235.0,470.0,Ahmedabad
O00903,C0347,P55,2024-02-27,1,129.0,129.0,Mumbai
O00904,C0234,P30,2024-10-11,1,849.0,849.0,Bengaluru
O00905,C0357,P44,2024-07-08,1,764.0,764.0,Bengaluru
O00906,C0082,P26,2024-04-28,2,373.0,746.0,Bengaluru
O00907,C0234,P37,2024-03-25,1,1075.0,1075.0,Bengaluru
O00908,C0224,P24,2024-09-04,2,755.0,1510.0,Pune
O00909,C0364,P20,2024-04-29,2,820.0,1640.0,Pune
O00910,C0194,P5,2024-05-31,1,755.0,755.0,Mumbai
O00911,C0418,P48,2024-11-12,2,235.0,470.0,Hyderabad
O00912,C0274,P25,2024-11-27,1,891.0,891.0,Chennai
O00913,C0355,P32,2024-11-10,2,871.0,1742.0,Bengaluru
O00914,C0110,P24,2024-04-08,1,755.0,755.0,Chennai
O00915,C0197,P13,2024-09-29,1,747.0,747.0,Bengaluru
O00916,C0405,P17,2024-04-21,1,849.0,849.0,Mumbai
O00917,C0001,P59,2024-01-09,1,129.0,129.0,Pune
O00918,C0377,P53,2024-03-13,1,212.0,212.0,Pune
O00919,C0298,P15,2024-04-01,1,1572.0,1572.0,Hyderabad
O00920,C0274,P34,2024-10-04,2,973.0,1946.0,Chennai
O00921,C0281,P54,2024-01-16,1,235.0,235.0,Hyderabad
O00922,C0455,P26,2024-11-05,2,373.0,746.0,Bengaluru
O00923,C0294,P46,2024-12-04,2,849.0,1698.0,Hyderabad
O00924,C0278,P43,2024-04-13,1,806.0,806.0,Delhi
O00925,C0087,P55,2024-04-05,1,129.0,129.0,Pune
O00926,C0228,P22,2024-05-17,1,871.0,871.0,Bengaluru
O00927,C0103,P44,2024-07-13,1,764.0,764.0,Mumbai
O00928,C0300,P6,2024-08-18,2,866.0,1732.0,Pune
O00929,C0302,P23,2024-12-14,2,891.0,1782.0,Bengaluru
O00930,C0487,P8,2024-09-04,2,925.0,1850.0,Hyderabad
O00931,C0361,P11,2024-07-03,1,973.0,973.0,Hyderabad
O00932,C0368,P25,2024-02-17,2,891.0,1782.0,Mumbai
O00933,C0092,P49,2024-06-11,2,229.0,458.0,Pune
O00934,C0220,P53,2024-07-31,1,212.0,212.0,Delhi
O00935,C0275,P9,2024-01-11,1,973.0,973.0,Delhi
O00936,C0306,P21,2024-09-08,1,466.0,466.0,Chennai
O00937,C0236,P41,2024-11-24,1,820.0,820.0,Mumbai
O00938,C0005,P41,2024-07-25,1,820.0,820.0,Chennai
O00939,C0350,P13,2024-05-28,2,747.0,1494.0,Hyderabad
O00940,C0063,P62,2024-07-27,2,129.0,258.0,Hyderabad
O00941,C0362,P13,2024-10-19,1,747.0,747.0,Delhi
O00942,C0416,P26,2024-11-06,1,373.0,373.0,Chennai
O00943,C0466,P36,2024-12-05,2,891.0,1782.0,Hyderabad
O00944,C0051,P43,2024-07-08,1,806.0,806.0,Chennai
O00945,C0279,P32,2024-12-30,1,871.0,871.0,Chennai
O00946,C0240,P57,2024-01-24,1,165.0,165.0,Hyderabad
O00947,C0001,P17,2024-04-20,1,849.0,849.0,Pune
O00948,C0213,P16,2024-06-16,1,726.0,726.0,Chennai
O00949,C0497,P30,2024-09-27,1,849.0,849.0,Ahmedabad
O00950,C0087,P36,2024-12-23,1,891.0,891.0,Pune
O00951,C0158,P13,2024-12-22,1,747.0,747.0,Pune
O00952,C0272,P61,2024-11-24,1,223.0,223.0,Mumbai
O00953,C0231,P4,2024-09-05,1,403.0,403.0,Delhi
O00954,C0424,P12,2024-06-20,1,849.0,849.0,Delhi
O00955,C0303,P62,2024-02-14,1,129.0,129.0,Ahmedabad
O00956,C0429,P25,2024-11-30,1,891.0,891.0,Pune
O00957,C0211,P24,2024-08-11,1,755.0,755.0,Pune
O00958,C0014,P50,2024-12-29,1,176.0,176.0,Bengaluru
O00959,C0032,P44,2024-06-19,1,764.0,764.0,Chennai
O00960,C0138,P3,2024-02-10,2,1019.0,2038.0,Pune
O00961,C0213,P11,2024-11-01,1,973.0,973.0,Chennai
O00962,C0472,P42,2024-04-21,1,973.0,973.0,Mumbai
O00963,C0433,P52,2024-04-22,1,229.0,229.0,Bengaluru
O00964,C0178,P42,2024-02-19,1,973.0,973.0,Delhi
O00965,C0098,P56,2024-02-07,1,165.0,165.0,Delhi
O00966,C0106,P51,2024-06-13,1,176.0,176.0,Pune
O00967,C0306,P29,2024-01-16,2,1019.0,2038.0,Chennai
O00968,C0439,P14,2024-05-22,2,973.0,1946.0,Mumbai
O00969,C0291,P12,2024-12-10,2,849.0,1698.0,Delhi
O00970,C0164,P18,2024-01-31,1,764.0,764.0,Chennai
O00971,C0286,P51,2024-08-24,2,176.0,352.0,Ahmedabad
O00972,C0149,P23,2024-04-30,1,891.0,891.0,Bengaluru
O00973,C0106,P42,2024-09-25,2,973.0,1946.0,Pune
O00974,C0177,P49,2024-03-02,1,229.0,229.0,Delhi
O00975,C0045,P38,2024-03-12,1,755.0,755.0,Hyderabad
O00976,C0048,P3,2024-08-24,1,1019.0,1019.0,Bengaluru
O00977,C0476,P53,2024-03-31,1,212.0,212.0,Hyderabad
O00978,C0224,P3,2024-04-19,1,1019.0,1019.0,Pune
O00979,C0452,P12,2024-10-10,1,849.0,849.0,Mumbai
O00980,C0218,P7,2024-04-19,1,811.0,811.0,Delhi
O00981,C0289,P6,2024-12-31,1,866.0,866.0,Bengaluru
O00982,C0475,P31,2024-02-15,1,1019.0,1019.0,Chennai
O00983,C0256,P42,2024-08-05,1,973.0,973.0,Bengaluru
O00984,C0378,P52,2024-03-02,1,229.0,229.0,Mumbai
O00985,C0029,P15,2024-03-01,1,1572.0,1572.0,Hyderabad
O00986,C0097,P9,2024-09-14,1,973.0,973.0,Ahmedabad
O00987,C0065,P13,2024-07-17,1,747.0,747.0,Mumbai
O00988,C0408,P11,2024-05-26,1,973.0,973.0,Delhi
O00989,C0028,P50,2024-03-21,1,176.0,176.0,Hyderabad
O00990,C0347,P57,2024-12-12,2,165.0,330.0,Mumbai
O00991,C0409,P17,2024-09-28,2,849.0,1698.0,Hyderabad
O00992,C0039,P30,2024-04-15,1,849.0,849.0,Bengaluru
O00993,C0465,P60,2024-08-14,1,276.0,276.0,Delhi
O00994,C0135,P62,2024-07-26,2,129.0,258.0,Pune
O00995,C0203,P3,2024-06-17,1,1019.0,1019.0,Bengaluru
O00996,C0050,P33,2024-12-12,1,891.0,891.0,Pune
O00997,C0044,P57,2024-07-24,1,165.0,165.0,Pune
O00998,C0366,P50,2024-02-25,1,176.0,176.0,Bengaluru
O00999,C0220,P11,2024-02-07,1,973.0,973.0,Delhi
O01000,C0491,P43,2024-01-07,1,806.0,806.0,Pune
O01001,C0389,P53,2024-11-06,1,212.0,212.0,Mumbai
O01002,C0308,P14,2024-04-06,1,973.0,973.0,Hyderabad
O01003,C0219,P24,2024-02-22,2,755.0,1510.0,Ahmedabad
O01004,C0014,P34,2024-04-10,1,973.0,973.0,Bengaluru
O01005,C0146,P7,2024-03-31,1,811.0,811.0,Hyderabad
O01006,C0420,P56,2024-01-16,2,165.0,330.0,Bengaluru
O01007,C0221,P58,2024-04-14,1,165.0,165.0,Mumbai
O01008,C0268,P34,2024-12-01,1,973.0,973.0,Bengaluru
O01009,C0481,P2,2024-10-02,1,806.0,806.0,Hyderabad
O01010,C0334,P33,2024-07-29,1,891.0,891.0,Bengaluru
O01011,C0206,P18,2024-10-17,2,764.0,1528.0,Delhi
O01012,C0370,P52,2024-11-19,1,229.0,229.0,Pune
O01013,C0371,P8,2024-01-31,1,925.0,925.0,Chennai
O01014,C0255,P44,2024-12-11,1,764.0,764.0,Mumbai
O01015,C0487,P2,2024-09-08,1,806.0,806.0,Hyderabad
O01016,C0217,P53,2024-08-08,1,212.0,212.0,Chennai
O01017,C0086,P21,2024-10-15,1,466.0,466.0,Mumbai
O01018,C0270,P1,2024-01-23,2,905.0,1810.0,Pune
O01019,C0211,P16,2024-12-26,1,726.0,726.0,Pune
O01020,C0046,P19,2024-07-04,1,891.0,891.0,Chennai
O01021,C0157,P54,2024-06-13,2,235.0,470.0,Delhi
O01022,C0216,P27,2024-04-13,1,551.0,551.0,Delhi
O01023,C0210,P21,2024-02-24,1,466.0,466.0,Hyderabad
O01024,C0052,P43,2024-01-09,2,806.0,1612.0,Bengaluru
O01025,C0027,P42,2024-04-07,1,973.0,973.0,Pune
O01026,C0446,P37,2024-06-22,2,1075.0,2150.0,Delhi
O01027,C0105,P8,2024-03-10,1,925.0,925.0,Delhi
O01028,C0308,P47,2024-02-29,2,176.0,352.0,Hyderabad
O01029,C0275,P30,2024-04-10,1,849.0,849.0,Delhi
O01030,C0229,P18,2024-03-03,1,764.0,764.0,Ahmedabad
O01031,C0098,P7,2024-05-26,1,811.0,811.0,Delhi
O01032,C0177,P50,2024-09-07,1,176.0,176.0,Delhi
O01033,C0491,P11,2024-07-28,2,973.0,1946.0,Pune
O01034,C0336,P19,2024-07-24,1,891.0,891.0,Bengaluru
O01035,C0109,P40,2024-01-18,1,891.0,891.0,Mumbai
O01036,C0090,P29,2024-01-03,2,1019.0,2038.0,Delhi
O01037,C0277,P27,2024-07-12,1,551.0,551.0,Chennai
O01038,C0317,P32,2024-05-24,2,871.0,1742.0,Bengaluru
O01039,C0452,P53,2024-12-14,1,212.0,212.0,Mumbai
O01040,C0287,P8,2024-11-27,2,925.0,1850.0,Chennai
O01041,C0078,P48,2024-10-17,1,235.0,235.0,Bengaluru
O01042,C0286,P21,2024-09-18,1,466.0,466.0,Ahmedabad
O01043,C0104,P60,2024-08-11,1,276.0,276.0,Mumbai
O01044,C0024,P43,2024-01-21,1,806.0,806.0,Mumbai
O01045,C0370,P62,2024-07-09,1,129.0,129.0,Pune
O01046,C0042,P60,2024-04-27,1,276.0,276.0,Bengaluru
O01047,C0332,P14,2024-10-19,1,973.0,973.0,Chennai
O01048,C0405,P24,2024-02-11,1,755.0,755.0,Mumbai
O01049,C0221,P48,2024-01-22,2,235.0,470.0,Mumbai
O01050,C0250,P21,2024-05-04,1,466.0,466.0,Ahmedabad
O01051,C0423,P27,2024-10-28,1,551.0,551.0,Hyderabad
O01052,C0168,P14,2024-03-21,1,973.0,973.0,Chennai
O01053,C0417,P39,2024-04-28,1,973.0,973.0,Hyderabad
O01054,C0158,P56,2024-08-18,2,165.0,330.0,Pune
O01055,C0306,P60,2024-06-15,1,276.0,276.0,Chennai
O01056,C0413,P16,2024-11-25,1,726.0,726.0,Pune
O01057,C0132,P18,2024-12-05,1,764.0,764.0,Delhi
O01058,C0063,P25,2024-11-25,1,891.0,891.0,Hyderabad
O01059,C0187,P4,2024-08-29,2,403.0,806.0,Bengaluru
O01060,C0075,P27,2024-05-15,1,551.0,551.0,Mumbai
O01061,C0387,P34,2024-11-15,1,973.0,973.0,Delhi
O01062,C0321,P39,2024-10-13,1,973.0,973.0,Pune
O01063,C0311,P42,2024-09-09,2,973.0,1946.0,Bengaluru
O01064,C0271,P51,2024-12-31,1,176.0,176.0,Delhi
O01065,C0086,P46,2024-11-20,2,849.0,1698.0,Mumbai
O01066,C0143,P25,2024-09-09,1,891.0,891.0,Mumbai
O01067,C0055,P62,2024-01-01,1,129.0,129.0,Delhi
O01068,C0359,P23,2024-06-14,2,891.0,1782.0,Ahmedabad
O01069,C0170,P45,2024-08-01,2,466.0,932.0,Chennai
O01070,C0326,P42,2024-06-27,1,973.0,973.0,Pune
O01071,C0491,P12,2024-07-04,2,849.0,1698.0,Pune
O01072,C0203,P38,2024-10-19,1,755.0,755.0,Bengaluru
O01073,C0201,P61,2024-01-06,2,223.0,446.0,Mumbai
O01074,C0098,P26,2024-11-07,2,373.0,746.0,Delhi
O01075,C0482,P47,2024-04-14,1,176.0,176.0,Mumbai
O01076,C0110,P43,2024-10-21,2,806.0,1612.0,Chennai
O01077,C0178,P54,2024-01-21,1,235.0,235.0,Delhi
O01078,C0500,P27,2024-03-31,1,551.0,551.0,Ahmedabad
O01079,C0002,P1,2024-11-22,1,905.0,905.0,Bengaluru
O01080,C0107,P19,2024-05-18,1,891.0,891.0,Delhi
O01081,C0213,P50,2024-05-07,1,176.0,176.0,Chennai
O01082,C0361,P10,2024-06-27,1,1019.0,1019.0,Hyderabad
O01083,C0310,P48,2024-02-10,1,235.0,235.0,Bengaluru
O01084,C0389,P29,2024-07-30,1,1019.0,1019.0,Mumbai
O01085,C0424,P55,2024-10-14,1,129.0,129.0,Delhi
O01086,C0236,P21,2024-12-07,1,466.0,466.0,Mumbai
O01087,C0470,P57,2024-03-02,1,165.0,165.0,Delhi
O01088,C0100,P3,2024-02-29,1,1019.0,1019.0,Bengaluru
O01089,C0033,P10,2024-06-07,1,1019.0,1019.0,Pune
O01090,C0437,P35,2024-08-24,1,849.0,849.0,Pune
O01091,C0192,P55,2024-05-11,1,129.0,129.0,Delhi
O01092,C0409,P20,2024-11-16,2,820.0,1640.0,Hyderabad
O01093,C0114,P26,2024-08-06,1,373.0,373.0,Ahmedabad
O01094,C0274,P23,2024-09-17,1,891.0,891.0,Chennai
O01095,C0333,P13,2024-10-02,2,747.0,1494.0,Mumbai
O01096,C0393,P30,2024-06-25,2,849.0,1698.0,Ahmedabad
O01097,C0448,P21,2024-12-30,1,466.0,466.0,Ahmedabad
O01098,C0410,P56,2024-07-28,1,165.0,165.0,Delhi
O01099,C0139,P20,2024-03-15,1,820.0,820.0,Bengaluru
O01100,C0403,P62,2024-03-30,2,129.0,258.0,Chennai
O01101,C0452,P9,2024-08-06,1,973.0,973.0,Mumbai
O01102,C0040,P25,2024-12-20,1,891.0,891.0,Pune
O01103,C0117,P53,2024-08-13,1,212.0,212.0,Hyderabad
O01104,C0445,P36,2024-03-25,1,891.0,891.0,Ahmedabad
O01105,C0353,P7,2024-06-17,1,811.0,811.0,Chennai
O01106,C0089,P7,2024-05-10,1,811.0,811.0,Bengaluru
O01107,C0342,P17,2024-06-13,1,849.0,849.0,Bengaluru
O01108,C0333,P39,2024-05-26,1,973.0,973.0,Mumbai
O01109,C0026,P56,2024-10-03,1,165.0,165.0,Chennai
O01110,C0336,P43,2024-07-29,1,806.0,806.0,Bengaluru
O01111,C0399,P8,2024-09-01,2,925.0,1850.0,Bengaluru
O01112,C0242,P32,2024-06-13,1,871.0,871.0,Ahmedabad
O01113,C0353,P51,2024-07-13,1,176.0,176.0,Chennai
O01114,C0006,P32,2024-08-05,1,871.0,871.0,Chennai
O01115,C0373,P27,2024-11-22,1,551.0,551.0,Delhi
O01116,C0304,P9,2024-09-25,1,973.0,973.0,Bengaluru
O01117,C0337,P58,2024-07-27,2,165.0,330.0,Delhi
O01118,C0192,P20,2024-05-04,1,820.0,820.0,Delhi
O01119,C0004,P50,2024-08-07,1,176.0,176.0,Mumbai
O01120,C0254,P56,2024-03-29,1,165.0,165.0,Chennai
O01121,C0158,P6,2024-03-05,1,866.0,866.0,Pune
O01122,C0382,P22,2024-01-08,2,871.0,1742.0,Chennai
O01123,C0017,P33,2024-10-24,2,891.0,1782.0,Pune
O01124,C0139,P1,2024-05-08,1,905.0,905.0,Bengaluru
O01125,C0371,P54,2024-06-26,2,235.0,470.0,Chennai
O01126,C0405,P4,2024-04-30,1,403.0,403.0,Mumbai
O01127,C0397,P35,2024-07-07,1,849.0,849.0,Ahmedabad
O01128,C0085,P15,2024-10-14,1,1572.0,1572.0,Ahmedabad
O01129,C0467,P12,2024-07-17,1,849.0,849.0,Delhi
O01130,C0384,P48,2024-04-30,2,235.0,470.0,Delhi
O01131,C0194,P60,2024-12-22,1,276.0,276.0,Mumbai
O01132,C0412,P4,2024-07-24,1,403.0,403.0,Ahmedabad
O01133,C0219,P29,2024-12-24,2,1019.0,2038.0,Ahmedabad
O01134,C0281,P11,2024-07-20,1,973.0,973.0,Hyderabad
O01135,C0049,P47,2024-01-25,1,176.0,176.0,Ahmedabad
O01136,C0371,P58,2024-11-13,1,165.0,165.0,Chennai
O01137,C0191,P19,2024-05-04,2,891.0,1782.0,Chennai
O01138,C0483,P15,2024-05-15,1,1572.0,1572.0,Chennai
O01139,C0363,P27,2024-04-11,1,551.0,551.0,Mumbai
O01140,C0303,P34,2024-01-16,2,973.0,1946.0,Ahmedabad
O01141,C0221,P13,2024-03-26,2,747.0,1494.0,Mumbai
O01142,C0378,P47,2024-07-24,1,176.0,176.0,Mumbai
O01143,C0356,P10,2024-07-07,1,1019.0,1019.0,Hyderabad
O01144,C0198,P13,2024-11-07,1,747.0,747.0,Hyderabad
O01145,C0389,P25,2024-03-05,1,891.0,891.0,Mumbai
O01146,C0304,P22,2024-12-08,1,871.0,871.0,Bengaluru
O01147,C0061,P60,2024-01-14,1,276.0,276.0,Pune
O01148,C0302,P33,2024-12-13,1,891.0,891.0,Bengaluru
O01149,C0352,P24,2024-07-12,1,755.0,755.0,Bengaluru
O01150,C0195,P28,2024-04-24,2,471.0,942.0,Hyderabad
O01151,C0452,P55,2024-06-30,1,129.0,129.0,Mumbai
O01152,C0439,P33,2024-03-07,1,891.0,891.0,Mumbai
O01153,C0433,P12,2024-08-25,1,849.0,849.0,Bengaluru
O01154,C0194,P33,2024-06-16,1,891.0,891.0,Mumbai
O01155,C0178,P61,2024-06-18,2,223.0,446.0,Delhi
O01156,C0311,P46,2024-11-21,2,849.0,1698.0,Bengaluru
O01157,C0443,P18,2024-07-10,1,764.0,764.0,Ahmedabad
O01158,C0187,P56,2024-03-25,1,165.0,165.0,Bengaluru
O01159,C0379,P45,2024-04-08,1,466.0,466.0,Bengaluru
O01160,C0478,P50,2024-05-02,2,176.0,352.0,Mumbai
O01161,C0133,P6,2024-05-28,1,866.0,866.0,Chennai
O01162,C0105,P56,2024-04-22,1,165.0,165.0,Delhi
O01163,C0025,P52,2024-09-10,1,229.0,229.0,Delhi
O01164,C0284,P11,2024-07-29,2,973.0,1946.0,Bengaluru
O01165,C0200,P58,2024-11-18,1,165.0,165.0,Bengaluru
O01166,C0121,P5,2024-03-13,2,755.0,1510.0,Chennai
O01167,C0379,P6,2024-06-30,1,866.0,866.0,Bengaluru
O01168,C0237,P37,2024-08-26,1,1075.0,1075.0,Hyderabad
O01169,C0109,P57,2024-12-22,1,165.0,165.0,Mumbai
O01170,C0481,P47,2024-02-16,1,176.0,176.0,Hyderabad
O01171,C0176,P35,2024-07-02,1,849.0,849.0,Mumbai
O01172,C0068,P52,2024-01-31,1,229.0,229.0,Ahmedabad
O01173,C0046,P50,2024-10-15,1,176.0,176.0,Chennai
O01174,C0202,P42,2024-10-06,2,973.0,1946.0,Delhi
O01175,C0190,P32,2024-11-25,1,871.0,871.0,Mumbai
O01176,C0068,P35,2024-08-09,1,849.0,849.0,Ahmedabad
O01177,C0304,P59,2024-06-16,1,129.0,129.0,Bengaluru
O01178,C0001,P59,2024-03-18,1,129.0,129.0,Pune
O01179,C0241,P23,2024-02-17,1,891.0,891.0,Pune
O01180,C0380,P55,2024-11-08,1,129.0,129.0,Pune
O01181,C0280,P1,2024-01-25,1,905.0,905.0,Hyderabad
O01182,C0108,P29,2024-12-20,1,1019.0,1019.0,Bengaluru
O01183,C0384,P10,2024-07-25,2,1019.0,2038.0,Delhi
O01184,C0033,P56,2024-11-20,1,165.0,165.0,Pune
O01185,C0183,P7,2024-05-14,2,811.0,1622.0,Hyderabad
O01186,C0395,P16,2024-07-04,2,726.0,1452.0,Hyderabad
O01187,C0443,P4,2024-04-30,1,403.0,403.0,Ahmedabad
O01188,C0234,P33,2024-07-11,1,891.0,891.0,Bengaluru
O01189,C0008,P50,2024-09-29,1,176.0,176.0,Ahmedabad
O01190,C0395,P21,2024-08-02,1,466.0,466.0,Hyderabad
O01191,C0347,P47,2024-10-04,1,176.0,176.0,Mumbai
O01192,C0253,P15,2024-02-27,1,1572.0,1572.0,Ahmedabad
O01193,C0233,P60,2024-04-21,1,276.0,276.0,Bengaluru
O01194,C0345,P20,2024-05-25,1,820.0,820.0,Hyderabad
O01195,C0251,P29,2024-03-10,1,1019.0,1019.0,Chennai
O01196,C0372,P22,2024-08-19,1,871.0,871.0,Ahmedabad
O01197,C0150,P59,2024-05-16,1,129.0,129.0,Hyderabad
O01198,C0203,P50,2024-06-13,2,176.0,352.0,Bengaluru
O01199,C0194,P46,2024-04-01,1,849.0,849.0,Mumbai
O01200,C0436,P49,2024-11-01,1,229.0,229.0,Pune
O01201,C0460,P26,2024-08-30,2,373.0,746.0,Delhi
O01202,C0481,P3,2024-04-06,2,1019.0,2038.0,Hyderabad
O01203,C0008,P25,2024-04-24,1,891.0,891.0,Ahmedabad
O01204,C0029,P61,2024-06-29,1,223.0,223.0,Hyderabad
O01205,C0052,P5,2024-03-06,1,755.0,755.0,Bengaluru
O01206,C0421,P13,2024-05-31,1,747.0,747.0,Chennai
O01207,C0226,P23,2024-09-13,2,891.0,1782.0,Pune
O01208,C0389,P3,2024-02-28,2,1019.0,2038.0,Mumbai
O01209,C0008,P11,2024-10-30,1,973.0,973.0,Ahmedabad
O01210,C0382,P53,2024-06-01,1,212.0,212.0,Chennai
O01211,C0475,P36,2024-11-22,1,891.0,891.0,Chennai
O01212,C0440,P55,2024-01-29,2,129.0,258.0,Bengaluru
O01213,C0248,P43,2024-02-25,1,806.0,806.0,Hyderabad
O01214,C0048,P54,2024-05-21,2,235.0,470.0,Bengaluru
O01215,C0336,P16,2024-03-25,1,726.0,726.0,Bengaluru
O01216,C0060,P28,2024-05-29,1,471.0,471.0,Hyderabad
O01217,C0358,P59,2024-05-14,1,129.0,129.0,Bengaluru
O01218,C0325,P1,2024-02-27,1,905.0,905.0,Hyderabad
O01219,C0236,P53,2024-06-04,2,212.0,424.0,Mumbai
O01220,C0266,P22,2024-09-16,1,871.0,871.0,Ahmedabad
O01221,C0406,P17,2024-03-08,2,849.0,1698.0,Hyderabad
